location,collected by,date,gps,cover,height,common,spp_code,spp,notes
Schoodic,finn,8/12/2023,sch1055,100,1,sheep sorrel,rum ace,Rumex acetosella,
Schoodic,finn,8/12/2023,sch1055,100,1,unknown,gal bif,Galeopsis bifida,
Schoodic,finn,8/12/2023,sch1055,100,1,red raspberry,rub ida,Rubus idaeus,
Schoodic,finn,8/12/2023,sch1001,100,2,unknown,gal bif,Galeopsis bifida,
Schoodic,finn,8/12/2023,sch1001,100,2,fringed willowherb,epi cil,Epilobium ciliatum,
Schoodic,finn,8/12/2023,sch1001,100,2,slender wheatgrass,ely tra,Elymus trachycaulus,
Schoodic,finn,8/12/2023,sch1001,100,2,kentucky bluegrass,poa pra,Poa pratensis,
Schoodic,finn,8/12/2023,sch1308,100,2,creeping bentgrass,agr sto,Agrostis stolonifera,
Schoodic,finn,8/12/2023,sch1009,100,2,kentucky bluegrass,poa pra,Poa pratensis,
Schoodic,finn,8/12/2023,sch1009,100,2,seaside goldenrod,sol sem,Solidago sempervirens,
Schoodic,finn,8/12/2023,sch980,100,3,wrinkleleaf goldenrod,sol rug,Solidago rugosa,
Schoodic,finn,8/12/2023,sch980,100,3,rough bentgrass,agr sca,Agrostis scabra,
Schoodic,finn,8/12/2023,sch980,100,3,seaside goldenrod,sol sem,Solidago sempervirens,
Schoodic,finn,8/12/2023,sch980,100,3,red raspberry,rub ida,Rubus idaeus,
Schoodic,finn,8/12/2023,sch980,100,3,sheep sorrel,rum ace,Rumex acetosella,
Schoodic,finn,8/12/2023,sch749,NA,3,wrinkleleaf goldenrod,sol rug,Solidago rugosa,
Schoodic,finn,8/12/2023,sch749,NA,3,red raspberry,rub ida,Rubus idaeus,umbellate infl. Jointed plant that I collected on GDI is near this plot
Schoodic,finn,8/12/2023,sch943,75,3,yarrow,ach mil,Achillea millefolium,
Schoodic,finn,8/12/2023,sch943,75,3,slender wheatgrass,ely tra,Elymus trachycaulus,
Schoodic,finn,8/12/2023,sch943,75,3,red raspberry,rub ida,Rubus idaeus,
Schoodic,finn,8/12/2023,sch943,75,3,common mouse-ear chickweed,cer fon,Cerastium fontanum,
Schoodic,finn,8/12/2023,sch943,75,3,old-field cinquefoil,pot sim,Potentilla simplex,
Schoodic,finn,8/12/2023,sch943,75,3,unknown,pot nor,Potentilla norvegica,
Schoodic,finn,8/12/2023,sch943,75,3,dooryard dock,rum lon,Rumex longifolius,
Schoodic,finn,8/12/2023,sch1074,100,3,wrinkleleaf goldenrod,sol rug,Solidago rugosa,
Schoodic,finn,8/12/2023,sch1074,100,3,marsh skullcap,scu gal,Scutellaria galericulata,
Schoodic,finn,8/12/2023,sch1074,100,3,fringed willowherb,epi cil,Epilobium ciliatum,
Schoodic,finn,8/12/2023,sch1074,100,3,canada thistle,cir arv,Cirsium arvense,
Schoodic,finn,8/12/2023,sch863,100,3,slender wheatgrass,ely tra,Elymus trachycaulus,
Schoodic,finn,8/12/2023,sch863,100,3,wrinkleleaf goldenrod,sol rug,Solidago rugosa,
Schoodic,finn,8/12/2023,sch863,100,3,unknown,gal bif,Galeopsis bifida,
Schoodic,finn,8/12/2023,sch863,100,3,canada thistle,cir arv,Cirsium arvense,
Schoodic,finn,8/12/2023,sch863,100,3,marsh skullcap,scu gal,Scutellaria galericulata,
Schoodic,finn,8/12/2023,sch863,100,3,red raspberry,rub ida,Rubus idaeus,
Schoodic,finn,8/12/2023,sch863,100,3,fringed willowherb,epi cil,Epilobium ciliatum,
Schoodic,finn,8/12/2023,sch863,100,3,kentucky bluegrass,poa pra,Poa pratensis,
Schoodic,finn,8/12/2023,sch863,100,3,seaside goldenrod,sol sem,Solidago sempervirens,
Schoodic,finn,8/12/2023,sch863,100,3,hedge bindweed,cal sep,Calystegia sepium,
Schoodic,finn,8/12/2023,sch863,100,3,common mouse-ear chickweed,cer fon,Cerastium fontanum,
Schoodic,finn,8/12/2023,sch760,25,1,rough cinquefoil,pot nor,Potentilla norvegica,
Schoodic,finn,8/12/2023,sch760,25,1,stinging nettle,urt dio,Urtica dioica,
Schoodic,finn,8/12/2023,sch760,25,1,shepherd's purse,cap bur,Capsella bursa-pastoris,
Schoodic,finn,8/12/2023,sch760,25,1,unknown,rib gla,Ribes glandulosum,
Schoodic,finn,8/12/2023,sch760,25,1,dooryard dock,rum lon,Rumex longifolius,
Schoodic,finn,8/12/2023,sch963,100,4,fringed willowherb,epi cil,Epilobium ciliatum,
Schoodic,finn,8/12/2023,sch963,100,4,red raspberry,rub ida,Rubus idaeus,
Schoodic,finn,8/12/2023,sch963,100,4,spotted jewelweed,imp cap,Impatiens capensis,
Schoodic,finn,8/12/2023,sch963,100,4,unknown,gal bif,Galeopsis bifida,
